Date,Open,High,Low,Close,Adj Close,Volume
2017-02-22,227000.000000,231000.000000,226500.000000,231000.000000,195690.218750,198661
2017-02-23,231500.000000,232000.000000,229000.000000,231000.000000,195690.218750,158210
2017-02-24,232000.000000,233000.000000,230000.000000,231500.000000,196113.796875,151517
2017-02-27,233000.000000,233000.000000,230500.000000,232000.000000,196537.359375,90507
2017-02-28,233000.000000,233500.000000,229500.000000,231500.000000,196113.796875,177080
2017-03-02,233000.000000,233500.000000,229500.000000,229500.000000,194419.500000,143949
2017-03-03,229500.000000,236500.000000,229500.000000,233000.000000,197384.515625,181980
2017-03-06,232500.000000,236000.000000,231500.000000,232000.000000,196537.359375,154891
2017-03-07,233500.000000,234500.000000,231000.000000,231000.000000,195690.218750,83318
2017-03-08,233500.000000,243500.000000,232500.000000,241000.000000,204161.656250,565790
2017-03-09,245500.000000,249000.000000,244000.000000,248000.000000,210091.671875,389887
2017-03-10,249000.000000,252000.000000,246000.000000,247000.000000,209244.546875,311059
2017-03-13,246000.000000,247000.000000,242500.000000,245000.000000,207550.250000,258119
2017-03-14,247500.000000,250000.000000,245000.000000,245500.000000,207973.796875,230494
2017-03-15,248000.000000,258000.000000,245500.000000,257500.000000,218139.546875,436849
2017-03-16,257500.000000,259000.000000,254500.000000,256000.000000,216868.812500,231999
2017-03-17,255500.000000,256500.000000,249000.000000,250000.000000,211785.968750,199714
2017-03-20,249000.000000,252500.000000,247000.000000,251000.000000,212633.109375,158048
2017-03-21,251500.000000,255000.000000,250000.000000,253000.000000,214327.375000,172670
2017-03-22,254500.000000,260500.000000,254000.000000,259500.000000,219833.828125,273378
2017-03-23,258500.000000,266000.000000,255500.000000,262500.000000,222375.265625,289661
2017-03-24,262500.000000,265000.000000,259000.000000,260000.000000,220257.406250,114827
2017-03-27,261500.000000,265500.000000,259000.000000,259500.000000,219833.828125,135529
2017-03-28,259500.000000,260500.000000,254500.000000,260500.000000,220680.953125,145953
2017-03-29,259500.000000,260000.000000,251500.000000,252500.000000,213903.843750,198304
2017-03-30,252500.000000,256500.000000,250500.000000,255500.000000,216445.250000,263189
2017-03-31,253500.000000,254500.000000,252000.000000,252000.000000,213480.234375,107774
2017-04-03,252500.000000,257000.000000,252500.000000,254000.000000,215174.546875,80889
2017-04-04,255000.000000,259500.000000,254000.000000,257000.000000,217715.953125,110088
2017-04-05,257000.000000,257000.000000,252500.000000,253000.000000,214327.375000,96925
2017-04-06,254000.000000,257000.000000,252500.000000,256000.000000,216868.812500,147789
2017-04-07,258500.000000,258500.000000,254500.000000,255000.000000,216021.687500,116211
2017-04-10,255000.000000,256000.000000,250500.000000,252500.000000,213903.843750,73361
2017-04-11,251500.000000,255000.000000,240500.000000,245000.000000,207550.250000,268884
2017-04-12,244000.000000,245000.000000,241000.000000,243000.000000,205855.968750,208517
2017-04-13,244000.000000,246000.000000,241500.000000,245500.000000,207973.796875,176540
2017-04-14,245000.000000,245500.000000,241500.000000,243500.000000,206279.531250,78948
2017-04-17,241500.000000,245000.000000,241000.000000,242500.000000,205432.390625,76321
2017-04-18,244000.000000,248500.000000,243000.000000,247000.000000,209244.546875,139180
2017-04-19,248000.000000,249000.000000,245000.000000,248500.000000,210515.218750,115343
2017-04-20,247500.000000,251500.000000,246500.000000,249000.000000,210938.828125,104309
2017-04-21,250000.000000,251500.000000,247500.000000,251500.000000,213056.687500,119018
2017-04-24,252000.000000,253500.000000,250500.000000,251500.000000,213056.687500,107859
2017-04-25,249000.000000,252000.000000,247000.000000,249500.000000,211362.390625,128678
2017-04-26,249500.000000,250000.000000,243000.000000,244000.000000,206703.093750,450303
2017-04-27,245000.000000,245000.000000,240000.000000,240000.000000,203314.531250,189769
2017-04-28,238000.000000,240500.000000,236500.000000,239500.000000,202890.968750,251760
2017-05-02,239500.000000,241500.000000,238500.000000,240000.000000,203314.531250,178587
2017-05-04,237500.000000,239500.000000,235000.000000,235500.000000,199502.390625,264873
2017-05-08,237500.000000,238500.000000,233500.000000,236000.000000,199925.968750,327467
2017-05-10,238000.000000,243000.000000,237500.000000,238500.000000,202043.781250,383752
2017-05-11,239000.000000,239500.000000,233000.000000,235500.000000,199502.390625,379942
2017-05-12,235500.000000,237500.000000,234000.000000,236000.000000,199925.968750,226595
2017-05-15,237500.000000,238500.000000,233500.000000,236000.000000,199925.968750,178272
2017-05-16,237000.000000,239500.000000,235000.000000,239500.000000,202890.968750,274349
2017-05-17,241000.000000,241500.000000,238000.000000,239500.000000,202890.968750,190716
2017-05-18,240500.000000,241000.000000,238500.000000,241000.000000,204161.656250,177145
2017-05-19,242000.000000,244500.000000,241500.000000,244500.000000,207126.656250,194088
2017-05-22,245000.000000,247500.000000,243500.000000,246500.000000,208820.968750,201299
2017-05-23,247000.000000,247000.000000,243500.000000,246000.000000,208397.390625,191437
2017-05-24,246500.000000,252000.000000,244000.000000,252000.000000,213480.234375,257784
